algo,test,k,num-threads,time,space
pardss,chm13v2.0,,32,135.29154052,40920084480
pardss,mouse,,32,117.666184622,36378488832
pardss,zebrafish,,32,79.13663196600001,22001291264
pardss,human_protein_5640,,32,0.149516975,136589312
pardss,mouse_protein_589,,32,0.146713739,137687040
pardss,zebrafish_protein_437,,32,0.190924958,172044288
pardss,chm13v2.0,,32,135.355583771,40920764416
pardss,mouse,,32,117.667694087,36378140672
pardss,zebrafish,,32,79.166912513,22000410624
pardss,human_protein_5640,,32,0.143035202,136474624
pardss,mouse_protein_589,,32,0.14738800500000002,137940992
pardss,zebrafish_protein_437,,32,0.18932547100000002,171708416
pardss,chm13v2.0,,32,135.16502515800002,40920788992
pardss,mouse,,32,117.85479002400001,36378669056
pardss,zebrafish,,32,79.16296213000001,22000664576
pardss,human_protein_5640,,32,0.143982459,136118272
pardss,mouse_protein_589,,32,0.147287679,138514432
pardss,zebrafish_protein_437,,32,0.19206255200000003,171802624
saca-k,chm13v2.0,,1,486.657644095,15590752256
saca-k,mouse,,1,426.322527695,13645348864
saca-k,zebrafish,,1,258.973935493,8400494592
saca-k,human_protein_5640,,1,0.611767045,61104128
saca-k,mouse_protein_589,,1,0.6302213720000001,63016960
saca-k,zebrafish_protein_437,,1,0.8255571020000001,80252928
saca-k,chm13v2.0,,1,486.76041373000004,15590772736
saca-k,mouse,,1,426.308294251,13645287424
saca-k,zebrafish,,1,258.91844644500003,8400330752
saca-k,human_protein_5640,,1,0.613327983,61706240
saca-k,mouse_protein_589,,1,0.634066122,63012864
saca-k,zebrafish_protein_437,,1,0.8284732890000001,80220160
saca-k,chm13v2.0,,1,486.93205396400003,15590735872
saca-k,mouse,,1,426.358837445,13645234176
saca-k,zebrafish,,1,258.851906754,8400420864
saca-k,human_protein_5640,,1,0.611534867,61591552
saca-k,mouse_protein_589,,1,0.6302438530000001,63000576
saca-k,zebrafish_protein_437,,1,0.832757359,80076800
